Electrophile_SMILES,Nucleophile_SMILES,Ligand_SMILES,Base_SMILES,Solvent_SMILES,yield
2,0,0,1,2,91.24
2,0,9,1,2,91.4
2,0,5,1,2,85.85
2,0,6,1,2,92.03
2,0,7,1,2,85.21
2,0,1,1,2,85.3
2,0,2,1,2,79.09
2,0,10,1,2,87.3
2,0,4,1,2,56.51
2,0,3,6,0,88.5
2,0,8,6,0,95.95
2,0,0,6,0,94.08
2,0,9,6,0,88.6
2,0,5,6,0,83.3
2,0,6,6,0,96.14
2,0,7,6,0,86.88
2,0,1,6,0,76.25
2,0,2,6,0,83.93
2,0,10,6,0,88.57
2,0,4,6,0,61.53
2,0,3,3,0,83.82
2,0,8,3,0,91.34
2,0,0,3,0,83.05
2,0,9,3,0,81.74
2,0,5,3,0,64.98
2,0,6,3,0,74.43
2,0,7,3,0,60.4
2,0,1,3,0,52.81
2,0,2,3,0,55.47
2,0,10,3,0,71.51
2,0,4,3,0,37.37
2,0,3,4,0,55.62
2,0,8,4,0,70.45
2,0,0,4,0,63.78
2,0,9,4,0,62.81
2,0,5,4,0,48.77
2,0,6,4,0,62.9
2,0,7,4,0,39.4
2,0,1,4,0,43.13
2,0,2,4,0,40.12
2,0,10,4,0,54.13
2,0,4,4,0,24.51
2,0,3,2,0,47.62
2,0,8,2,0,61.51
2,0,0,2,0,59.14
2,0,9,2,0,52.8
2,0,5,2,0,45.49
2,0,6,2,0,63.2
2,0,7,2,0,39.21
2,0,1,2,0,46.25
2,0,2,2,0,38.17
2,0,10,2,0,56.94
2,0,4,2,0,27.84
2,0,3,5,0,52.95
2,0,8,5,0,65.45
2,0,0,5,0,68.9
2,0,9,5,0,65.74
2,0,5,5,0,48.98
2,0,6,5,0,69.93
2,0,7,5,0,59.54
2,0,1,5,0,64.7
2,0,2,5,0,60.62
2,0,10,5,0,71.73
2,0,4,5,0,48.62
2,0,3,0,0,73.2
2,0,8,0,0,81.77
2,0,0,0,0,77.13
2,0,9,0,0,77.57
2,0,5,0,0,67.75
2,0,6,0,0,84.72
2,0,7,0,0,73.5
2,0,1,0,0,66.01
2,0,2,0,0,73.95
2,0,10,0,0,81.28
2,0,4,0,0,55.25
2,0,3,1,0,81.91
2,0,8,1,0,87.64
2,0,0,1,0,84.9
2,0,9,1,0,80.13
2,0,5,1,0,70.14
2,0,6,1,0,87.87
2,0,7,1,0,74.29
2,0,1,1,0,65.38
2,0,2,1,0,67.97
2,0,10,1,0,73.42
2,0,4,1,0,52.7
2,0,3,6,3,64.95
2,0,8,6,3,93.38
2,0,0,6,3,89.51
2,0,9,6,3,91.29
2,0,5,6,3,74.87
2,0,6,6,3,91.79
2,0,7,6,3,83.02
2,0,1,6,3,87.72
2,0,2,6,3,75.62
2,0,10,6,3,80.66
2,0,4,6,3,63.9
2,0,3,3,3,9.62
2,0,8,3,3,89.45
2,0,0,3,3,81.29
2,0,9,3,3,84.98
2,0,5,3,3,65.69
2,0,6,3,3,73.08
2,0,7,3,3,68.07
2,0,1,3,3,60.71
2,0,2,3,3,72.44
2,0,10,3,3,80.63
2,0,4,3,3,23.33
2,0,3,4,3,8.8
2,0,8,4,3,90.61
2,0,0,4,3,87.35
2,0,9,4,3,89.78
2,0,5,4,3,79.47
2,0,6,4,3,90.18
2,0,7,4,3,83.1
2,0,1,4,3,76.61
2,0,2,4,3,85.48
2,0,10,4,3,91.32
2,0,4,4,3,24.75
2,0,3,2,3,12.07
2,0,8,2,3,88.27
2,0,0,2,3,82.92
2,0,9,2,3,80.35
2,0,5,2,3,66.72
2,0,6,2,3,83.56
2,0,7,2,3,59.91
2,0,1,2,3,56.67
2,0,2,2,3,57.98
2,0,10,2,3,71.55
2,0,4,2,3,25.46
2,0,3,5,3,49.99
2,0,8,5,3,92.73
2,0,0,5,3,90.14
2,0,9,5,3,90.79
2,0,5,5,3,67.92
2,0,6,5,3,92.7
2,0,7,5,3,85.37
2,0,1,5,3,81.9
2,0,2,5,3,66.05
2,0,10,5,3,70.99
2,0,4,5,3,65.81
2,0,3,0,3,76.2
2,0,8,0,3,96.42
2,0,0,0,3,94.57
2,0,9,0,3,92.8
2,0,5,0,3,73.68
2,0,6,0,3,94.57
2,0,7,0,3,86.08
2,0,1,0,3,83.96
2,0,2,0,3,75.29
2,0,10,0,3,34.87
2,0,4,0,3,51.77
2,0,3,1,3,82.54
2,0,8,1,3,87.27
2,0,0,1,3,80.07
2,0,9,1,3,62.34
2,0,5,1,3,60.03
2,0,6,1,3,79.46
2,0,7,1,3,52.43
2,0,1,1,3,49.28
2,0,2,1,3,50.85
2,0,10,1,3,56.78
2,0,4,1,3,16.03
2,0,3,6,1,86.11
2,0,8,6,1,93.65
2,0,0,6,1,92.07
2,0,9,6,1,93.78
2,0,5,6,1,91.83
2,0,6,6,1,94.15
2,0,7,6,1,90.26
2,0,1,6,1,88.43
2,0,2,6,1,91.45
2,0,10,6,1,91.57
2,0,4,6,1,82.59
2,0,3,3,1,71.72
2,0,8,3,1,93.82
2,0,0,3,1,92.52
2,0,9,3,1,92.43
2,0,5,3,1,91.08
2,0,6,3,1,93.13
2,0,7,3,1,86.63
2,0,1,3,1,75.01
2,0,2,3,1,86.36
2,0,10,3,1,89.63
2,0,4,3,1,53.62
2,0,3,4,1,75.91
2,0,8,4,1,89.29
2,0,0,4,1,85.76
2,0,9,4,1,88.01
2,0,5,4,1,88.6
2,0,6,4,1,90.39
2,0,7,4,1,65.6
2,0,1,4,1,67.45
2,0,2,4,1,77.72
2,0,10,4,1,82.99
2,0,4,4,1,32.32
2,0,3,2,1,91.29
2,0,8,2,1,96.74
2,0,0,2,1,92.82
2,0,9,2,1,96.3
2,0,5,2,1,93.73
2,0,6,2,1,95.37
2,0,7,2,1,91.37
2,0,1,2,1,88.13
2,0,2,2,1,90.79
2,0,10,2,1,92.3
2,0,4,2,1,67.92
2,0,3,5,1,92.06
2,0,8,5,1,94.47
2,0,0,5,1,92.08
2,0,9,5,1,92.52
2,0,5,5,1,91.99
2,0,6,5,1,95.06
2,0,7,5,1,90.53
2,0,1,5,1,88.18
2,0,2,5,1,90.57
2,0,10,5,1,92.25
2,0,4,5,1,65.8
2,0,3,0,1,94.01
2,0,8,0,1,98.69
2,0,0,0,1,93.28
2,0,9,0,1,92.97
2,0,5,0,1,92.65
2,0,6,0,1,96.04
2,0,7,0,1,91.75
2,0,1,0,1,90.33
2,0,2,0,1,91.45
2,0,10,0,1,93.05
2,0,4,0,1,77.63
2,0,3,1,1,81.58
2,0,8,1,1,89.8
2,0,0,1,1,86.54
2,0,9,1,1,88.06
2,0,5,1,1,87.76
2,0,6,1,1,89.09
2,0,7,1,1,72.51
2,0,1,1,1,72.45
2,0,2,1,1,73.77
2,0,10,1,1,84.49
2,0,4,1,1,57.41
3,1,3,6,2,34.3
3,1,8,6,2,78.03
3,1,0,6,2,62.59
3,1,9,6,2,50.25
3,1,5,6,2,50.56
3,1,6,6,2,95.62
3,1,7,6,2,74.84
3,1,1,6,2,33.52
3,1,2,6,2,67.97
3,1,10,6,2,43.6
3,1,4,6,2,14.53
3,1,3,3,2,44.24
3,1,8,3,2,87.31
3,1,0,3,2,89.54
3,1,9,3,2,60.21
3,1,5,3,2,52.95
3,1,6,3,2,80.64
3,1,7,3,2,60.49
3,1,1,3,2,35.46
3,1,2,3,2,50.2
3,1,10,3,2,61.62
3,1,4,3,2,7.68
3,1,3,4,2,42.57
3,1,8,4,2,83.05
3,1,0,4,2,88.28
3,1,9,4,2,73.25
3,1,5,4,2,69.46
3,1,6,4,2,98.61
3,1,7,4,2,68.95
3,1,1,4,2,49.28
3,1,2,4,2,60.14
3,1,10,4,2,71.16
3,1,4,4,2,7.39
3,1,3,2,2,42.91
3,1,8,2,2,74.45
3,1,0,2,2,84.23
3,1,9,2,2,42.55
3,1,5,2,2,58.61
3,1,6,2,2,70.52
3,1,7,2,2,61.21
3,1,1,2,2,46.7
3,1,2,2,2,55.94
3,1,10,2,2,15.9
3,1,4,2,2,9.63
3,1,3,5,2,65.86
3,1,8,5,2,91.46
3,1,0,5,2,90.4
3,1,9,5,2,71.78
3,1,5,5,2,71.66
3,1,6,5,2,96.15
3,1,7,5,2,84.76
3,1,1,5,2,49.19
3,1,2,5,2,79.44
3,1,10,5,2,14.56
3,1,4,5,2,17.04
3,1,3,0,2,72.9
3,1,8,0,2,95.86
3,1,0,0,2,93.84
3,1,9,0,2,71.12
3,1,5,0,2,59.47
3,1,6,0,2,95.78
3,1,7,0,2,86.28
3,1,1,0,2,51.04
3,1,2,0,2,60.54
3,1,10,0,2,11.12
3,1,4,0,2,23.54
3,1,3,1,2,72.09
3,1,8,1,2,92.43
3,1,0,1,2,92.49
3,1,9,1,2,58.64
3,1,5,1,2,49.79
3,1,6,1,2,95.36
3,1,7,1,2,70.77
3,1,1,1,2,47.92
3,1,2,1,2,61.61
3,1,10,1,2,12.88
3,1,4,1,2,15.86
3,1,3,6,0,31.45
3,1,8,6,0,92.89
3,1,0,6,0,23.2
3,1,9,6,0,66.25
3,1,5,6,0,32.29
3,1,6,6,0,26.8
3,1,7,6,0,90.94
3,1,1,6,0,65.58
3,1,2,6,0,90.0
3,1,10,6,0,6.38
3,1,4,6,0,54.14
3,1,3,3,0,35.1
3,1,8,3,0,96.16
3,1,0,3,0,22.19
3,1,9,3,0,95.29
3,1,5,3,0,16.72
3,1,6,3,0,30.07
3,1,7,3,0,76.37
3,1,1,3,0,58.01
3,1,2,3,0,80.96
3,1,10,3,0,14.14
3,1,4,3,0,16.77
3,1,3,4,0,17.48
3,1,8,4,0,85.82
3,1,0,4,0,19.11
3,1,9,4,0,95.0
3,1,5,4,0,22.65
3,1,6,4,0,37.69
3,1,7,4,0,53.23
3,1,1,4,0,51.13
3,1,2,4,0,70.51
3,1,10,4,0,69.09
3,1,4,4,0,12.06
3,1,3,2,0,21.44
3,1,8,2,0,83.61
3,1,0,2,0,29.86
3,1,9,2,0,77.59
3,1,5,2,0,20.35
3,1,6,2,0,31.69
3,1,7,2,0,55.07
3,1,1,2,0,54.95
3,1,2,2,0,65.8
3,1,10,2,0,12.54
3,1,4,2,0,10.97
3,1,3,5,0,37.31
3,1,8,5,0,90.75
3,1,0,5,0,23.77
3,1,9,5,0,75.02
3,1,5,5,0,33.92
3,1,6,5,0,23.22
3,1,7,5,0,82.31
3,1,1,5,0,64.35
3,1,2,5,0,84.34
3,1,10,5,0,9.25
3,1,4,5,0,43.3
3,1,3,0,0,38.88
3,1,8,0,0,94.45
3,1,0,0,0,20.51
3,1,9,0,0,79.1
3,1,5,0,0,30.29
3,1,6,0,0,18.55
3,1,7,0,0,94.27
3,1,1,0,0,57.39
3,1,2,0,0,93.61
3,1,10,0,0,33.53
3,1,4,0,0,48.91
3,1,3,1,0,37.8
3,1,8,1,0,96.02
3,1,0,1,0,15.05
3,1,9,1,0,73.27
3,1,5,1,0,35.32
3,1,6,1,0,28.86
3,1,7,1,0,95.06
3,1,1,1,0,57.25
3,1,2,1,0,91.7
3,1,10,1,0,8.74
3,1,4,1,0,44.42
3,1,3,6,3,52.87
3,1,8,6,3,71.41
3,1,0,6,3,43.54
3,1,9,6,3,54.68
3,1,5,6,3,29.2
3,1,6,6,3,23.29
3,1,7,6,3,70.63
3,1,1,6,3,40.86
3,1,2,6,3,68.92
3,1,10,6,3,4.68
3,1,4,6,3,24.97
3,1,3,3,3,22.8
3,1,8,3,3,90.99
3,1,0,3,3,46.17
3,1,9,3,3,60.25
3,1,5,3,3,31.45
3,1,6,3,3,68.31
3,1,7,3,3,66.35
3,1,1,3,3,38.51
3,1,2,3,3,52.63
3,1,10,3,3,13.12
3,1,4,3,3,16.14
3,1,3,4,3,10.33
3,1,8,4,3,92.04
3,1,0,4,3,66.56
3,1,9,4,3,93.1
3,1,5,4,3,58.79
3,1,6,4,3,91.26
3,1,7,4,3,72.82
3,1,1,4,3,54.52
3,1,2,4,3,67.02
3,1,10,4,3,77.01
3,1,4,4,3,13.03
3,1,3,2,3,23.79
3,1,8,2,3,83.36
3,1,0,2,3,66.09
3,1,9,2,3,52.88
3,1,5,2,3,43.96
3,1,6,2,3,65.1
3,1,7,2,3,47.6
3,1,1,2,3,50.75
3,1,2,2,3,48.02
3,1,10,2,3,9.49
3,1,4,2,3,12.69
3,1,3,5,3,39.79
3,1,8,5,3,83.87
3,1,0,5,3,61.52
3,1,9,5,3,89.01
3,1,5,5,3,54.78
3,1,6,5,3,52.04
3,1,7,5,3,74.8
3,1,1,5,3,55.29
3,1,2,5,3,71.36
3,1,10,5,3,10.72
3,1,4,5,3,44.0
3,1,3,0,3,61.88
3,1,8,0,3,89.04
3,1,0,0,3,67.24
3,1,9,0,3,71.21
3,1,5,0,3,57.62
3,1,6,0,3,53.67
3,1,7,0,3,77.06
3,1,1,0,3,57.45
3,1,2,0,3,75.0
3,1,10,0,3,4.94
3,1,4,0,3,45.26
3,1,3,1,3,65.32
3,1,8,1,3,85.9
3,1,0,1,3,57.78
3,1,9,1,3,70.55
3,1,5,1,3,45.41
3,1,6,1,3,53.78
3,1,7,1,3,75.33
3,1,1,1,3,60.33
3,1,2,1,3,65.57
3,1,10,1,3,7.66
3,1,4,1,3,42.84
3,1,3,6,1,28.74
3,1,8,6,1,91.0
3,1,0,6,1,46.01
3,1,9,6,1,62.34
3,1,5,6,1,54.12
3,1,6,6,1,36.3
3,1,7,6,1,72.63
3,1,1,6,1,39.8
3,1,2,6,1,63.61
3,1,10,6,1,56.0
3,1,4,6,1,13.51
3,1,3,3,1,26.25
3,1,8,3,1,92.54
3,1,0,3,1,54.75
3,1,9,3,1,89.22
3,1,5,3,1,55.28
3,1,6,3,1,46.34
3,1,7,3,1,57.38
3,1,1,3,1,34.96
3,1,2,3,1,56.03
3,1,10,3,1,60.07
3,1,4,3,1,8.14
3,1,3,4,1,30.54
3,1,8,4,1,80.77
3,1,0,4,1,38.15
3,1,9,4,1,79.56
3,1,5,4,1,48.82
3,1,6,4,1,41.54
3,1,7,4,1,31.36
3,1,1,4,1,41.41
3,1,2,4,1,36.08
3,1,10,4,1,36.34
3,1,4,4,1,3.82
3,1,3,2,1,25.47
3,1,8,2,1,94.74
3,1,0,2,1,55.38
3,1,9,2,1,83.07
3,1,5,2,1,61.24
3,1,6,2,1,40.4
3,1,7,2,1,74.29
3,1,1,2,1,43.56
3,1,2,2,1,68.52
3,1,10,2,1,72.78
3,1,4,2,1,7.86
3,1,3,5,1,19.33
3,1,8,5,1,94.2
3,1,0,5,1,51.1
3,1,9,5,1,82.87
3,1,5,5,1,58.21
3,1,6,5,1,35.0
3,1,7,5,1,73.51
3,1,1,5,1,50.39
3,1,2,5,1,71.6
3,1,10,5,1,73.84
3,1,4,5,1,8.77
3,1,3,0,1,22.38
3,1,8,0,1,94.74
3,1,0,0,1,50.15
3,1,9,0,1,86.78
3,1,5,0,1,58.07
3,1,6,0,1,36.27
3,1,7,0,1,76.49
3,1,1,0,1,51.87
3,1,2,0,1,76.38
3,1,10,0,1,60.63
3,1,4,0,1,9.72
3,1,3,1,1,22.3
3,1,8,1,1,86.35
3,1,0,1,1,39.96
3,1,9,1,1,74.99
3,1,5,1,1,48.59
3,1,6,1,1,42.82
3,1,7,1,1,38.93
3,1,1,1,1,31.27
3,1,2,1,1,40.32
3,1,10,1,1,46.06
3,1,4,1,1,4.63
2,1,3,6,2,93.45
2,1,8,6,2,91.77
2,1,0,6,2,94.83
2,1,9,6,2,85.66
2,1,5,6,2,84.89
2,1,6,6,2,94.39
2,1,7,6,2,91.96
2,1,1,6,2,91.59
2,1,2,6,2,90.64
2,1,10,6,2,48.61
2,1,4,6,2,38.45
2,1,3,3,2,90.21
2,1,8,3,2,86.31
2,1,0,3,2,94.41
2,1,9,3,2,83.44
2,1,5,3,2,78.9
2,1,6,3,2,87.12
2,1,7,3,2,73.94
2,1,1,3,2,73.15
2,1,2,3,2,74.99
2,1,10,3,2,76.88
2,1,4,3,2,27.66
2,1,3,4,2,77.29
2,1,8,4,2,82.9
2,1,0,4,2,91.18
2,1,9,4,2,73.98
2,1,5,4,2,77.15
2,1,6,4,2,88.58
2,1,7,4,2,76.2
2,1,1,4,2,71.75
2,1,2,4,2,72.25
2,1,10,4,2,72.92
2,1,4,4,2,29.54
2,1,3,2,2,73.51
2,1,8,2,2,76.58
2,1,0,2,2,85.14
2,1,9,2,2,65.61
2,1,5,2,2,66.38
2,1,6,2,2,83.98
2,1,7,2,2,81.32
2,1,1,2,2,76.91
2,1,2,2,2,71.22
2,1,10,2,2,72.54
2,1,4,2,2,35.15
2,1,3,5,2,91.28
2,1,8,5,2,94.13
2,1,0,5,2,99.05
2,1,9,5,2,91.07
2,1,5,5,2,86.97
2,1,6,5,2,95.97
2,1,7,5,2,93.95
2,1,1,5,2,93.52
2,1,2,5,2,93.06
2,1,10,5,2,78.36
2,1,4,5,2,55.0
2,1,3,0,2,98.42
2,1,8,0,2,94.7
2,1,0,0,2,99.15
2,1,9,0,2,92.42
2,1,5,0,2,88.64
2,1,6,0,2,96.48
2,1,7,0,2,93.44
2,1,1,0,2,91.86
2,1,2,0,2,92.77
2,1,10,0,2,51.05
2,1,4,0,2,42.37
2,1,3,1,2,96.3
2,1,8,1,2,94.38
2,1,0,1,2,97.98
2,1,9,1,2,85.57
2,1,5,1,2,83.26
2,1,6,1,2,94.32
2,1,7,1,2,84.9
2,1,1,1,2,79.89
2,1,2,1,2,72.37
2,1,10,1,2,69.77
2,1,4,1,2,30.29
2,1,3,6,0,87.52
2,1,8,6,0,86.4
2,1,0,6,0,91.17
2,1,9,6,0,75.17
2,1,5,6,0,73.61
2,1,6,6,0,92.59
2,1,7,6,0,81.41
2,1,1,6,0,76.01
2,1,2,6,0,82.69
2,1,10,6,0,42.57
2,1,4,6,0,57.17
2,1,3,3,0,95.58
2,1,8,3,0,94.23
2,1,0,3,0,91.47
2,1,9,3,0,75.42
2,1,5,3,0,63.8
2,1,6,3,0,87.5
2,1,7,3,0,68.79
2,1,1,3,0,51.23
2,1,2,3,0,56.96
2,1,10,3,0,31.65
2,1,4,3,0,34.72
2,1,3,4,0,70.1
2,1,8,4,0,73.19
2,1,0,4,0,79.38
2,1,9,4,0,64.74
2,1,5,4,0,51.31
2,1,6,4,0,73.74
2,1,7,4,0,50.98
2,1,1,4,0,45.02
2,1,2,4,0,41.21
2,1,10,4,0,27.48
2,1,4,4,0,25.12
2,1,3,2,0,62.64
2,1,8,2,0,63.24
2,1,0,2,0,72.78
2,1,9,2,0,53.88
2,1,5,2,0,46.37
2,1,6,2,0,70.7
2,1,7,2,0,47.47
2,1,1,2,0,48.4
2,1,2,2,0,43.93
2,1,10,2,0,30.13
2,1,4,2,0,26.27
2,1,3,5,0,79.77
2,1,8,5,0,77.32
2,1,0,5,0,84.23
2,1,9,5,0,68.45
2,1,5,5,0,64.85
2,1,6,5,0,86.12
2,1,7,5,0,73.7
2,1,1,5,0,67.84
2,1,2,5,0,72.71
2,1,10,5,0,34.33
2,1,4,5,0,48.37
2,1,3,0,0,93.55
2,1,8,0,0,94.71
2,1,0,0,0,95.53
2,1,9,0,0,82.19
2,1,5,0,0,87.04
2,1,6,0,0,96.61
2,1,7,0,0,95.34
2,1,1,0,0,80.23
2,1,2,0,0,93.67
2,1,10,0,0,38.96
2,1,4,0,0,66.41
2,1,3,1,0,96.25
2,1,8,1,0,97.09
2,1,0,1,0,96.0
2,1,9,1,0,90.29
2,1,5,1,0,84.87
2,1,6,1,0,94.85
2,1,7,1,0,85.37
2,1,1,1,0,69.71
2,1,2,1,0,80.34
2,1,10,1,0,38.08
2,1,4,1,0,45.74
2,1,3,6,3,74.71
2,1,8,6,3,88.53
2,1,0,6,3,93.09
2,1,9,6,3,93.81
2,1,5,6,3,82.45
2,1,6,6,3,94.6
2,1,7,6,3,91.09
2,1,1,6,3,88.09
2,1,2,6,3,90.34
2,1,10,6,3,23.24
2,1,4,6,3,69.56
2,1,3,3,3,9.76
2,1,8,3,3,93.09
2,1,0,3,3,88.64
2,1,9,3,3,70.05
2,1,5,3,3,62.61
2,1,6,3,3,84.49
2,1,7,3,3,75.87
2,1,1,3,3,55.34
2,1,2,3,3,72.62
2,1,10,3,3,52.36
2,1,4,3,3,18.78
2,1,3,4,3,8.72
2,1,8,4,3,90.92
2,1,0,4,3,91.83
2,1,9,4,3,82.68
2,1,5,4,3,77.72
2,1,6,4,3,94.69
2,1,7,4,3,82.58
2,1,1,4,3,65.42
2,1,2,4,3,75.7
2,1,10,4,3,80.02
2,1,4,4,3,20.85
2,1,3,2,3,67.21
2,1,8,2,3,82.49
2,1,0,2,3,85.38
2,1,9,2,3,60.87
2,1,5,2,3,55.43
2,1,6,2,3,80.23
2,1,7,2,3,65.91
2,1,1,2,3,60.62
2,1,2,2,3,51.28
2,1,10,2,3,33.22
2,1,4,2,3,19.12
2,1,3,5,3,56.56
2,1,8,5,3,93.46
2,1,0,5,3,91.35
2,1,9,5,3,93.62
2,1,5,5,3,82.14
2,1,6,5,3,94.13
2,1,7,5,3,88.89
2,1,1,5,3,81.21
2,1,2,5,3,85.96
2,1,10,5,3,42.24
2,1,4,5,3,72.17
2,1,3,0,3,88.33
2,1,8,0,3,95.49
2,1,0,0,3,96.28
2,1,9,0,3,89.03
2,1,5,0,3,82.58
2,1,6,0,3,96.97
2,1,7,0,3,93.79
2,1,1,0,3,83.34
2,1,2,0,3,82.14
2,1,10,0,3,29.84
2,1,4,0,3,68.64
2,1,3,1,3,92.96
2,1,8,1,3,89.15
2,1,0,1,3,90.81
2,1,9,1,3,76.98
2,1,5,1,3,71.34
2,1,6,1,3,86.44
2,1,7,1,3,73.02
2,1,1,1,3,69.9
2,1,2,1,3,72.75
2,1,10,1,3,32.15
2,1,4,1,3,42.09
2,1,3,6,1,80.02
2,1,8,6,1,89.96
2,1,0,6,1,90.36
2,1,9,6,1,84.38
2,1,5,6,1,83.25
2,1,6,6,1,84.8
2,1,7,6,1,83.9
2,1,1,6,1,74.94
2,1,2,6,1,81.05
2,1,10,6,1,80.99
2,1,4,6,1,48.42
2,1,3,3,1,77.27
2,1,8,3,1,87.84
2,1,0,3,1,90.07
2,1,9,3,1,86.58
2,1,5,3,1,86.82
2,1,6,3,1,83.75
2,1,7,3,1,82.5
2,1,1,3,1,67.23
2,1,2,3,1,81.52
2,1,10,3,1,79.88
2,1,4,3,1,46.7
2,1,3,4,1,67.08
2,1,8,4,1,68.0
2,1,0,4,1,75.68
2,1,9,4,1,77.41
2,1,5,4,1,72.92
2,1,6,4,1,76.08
2,1,7,4,1,52.18
2,1,1,4,1,50.91
2,1,2,4,1,49.61
2,1,10,4,1,60.34
2,1,4,4,1,21.09
2,1,3,2,1,83.04
2,1,8,2,1,90.36
2,1,0,2,1,92.58
2,1,9,2,1,88.04
2,1,5,2,1,88.19
2,1,6,2,1,91.15
2,1,7,2,1,88.96
2,1,1,2,1,77.55
2,1,2,2,1,85.09
2,1,10,2,1,78.78
2,1,4,2,1,39.8
2,1,3,5,1,80.91
2,1,8,5,1,83.21
2,1,0,5,1,83.8
2,1,9,5,1,78.56
2,1,5,5,1,86.4
2,1,6,5,1,83.71
2,1,7,5,1,87.81
2,1,1,5,1,78.48
2,1,2,5,1,82.35
2,1,10,5,1,84.83
2,1,4,5,1,75.06
2,1,3,0,1,85.92
2,1,8,0,1,92.33
2,1,0,0,1,100.0
2,1,9,0,1,89.27
2,1,5,0,1,100.0
2,1,6,0,1,86.19
2,1,7,0,1,100.0
2,1,1,0,1,88.71
2,1,2,0,1,91.9
2,1,10,0,1,85.35
2,1,4,0,1,85.42
2,1,3,1,1,70.65
2,1,8,1,1,78.77
2,1,0,1,1,73.96
2,1,9,1,1,84.05
2,1,5,1,1,72.18
2,1,6,1,1,73.53
2,1,7,1,1,76.43
2,1,1,1,1,59.73
2,1,2,1,1,78.36
2,1,10,1,1,67.82
2,1,4,1,1,58.8
0,1,3,6,2,54.09
0,1,8,6,2,89.89
0,1,0,6,2,88.23
0,1,9,6,2,71.74
0,1,5,6,2,75.74
0,1,6,6,2,87.89
0,1,7,6,2,85.64
0,1,1,6,2,71.35
0,1,2,6,2,73.21
0,1,10,6,2,67.26
0,1,4,6,2,38.04
0,1,3,3,2,60.99
0,1,8,3,2,68.23
0,1,0,3,2,66.89
0,1,9,3,2,70.14
0,1,5,3,2,59.04
0,1,6,3,2,56.68
0,1,7,3,2,73.5
0,1,1,3,2,70.91
0,1,2,3,2,60.47
0,1,10,3,2,51.14
0,1,4,3,2,0.0
0,1,3,4,2,0.0
0,1,8,4,2,53.51
0,1,0,4,2,68.33
0,1,9,4,2,72.87
0,1,5,4,2,70.13
0,1,6,4,2,57.5
0,1,7,4,2,73.4
0,1,1,4,2,60.55
0,1,2,4,2,58.39
0,1,10,4,2,36.74
0,1,4,4,2,0.0
0,1,3,2,2,38.56
0,1,8,2,2,59.59
0,1,0,2,2,61.85
0,1,9,2,2,40.11
0,1,5,2,2,35.17
0,1,6,2,2,48.02
0,1,7,2,2,53.78
0,1,1,2,2,40.12
0,1,2,2,2,55.03
0,1,10,2,2,40.04
0,1,4,2,2,0.0
0,1,3,5,2,54.09
0,1,8,5,2,70.82
0,1,0,5,2,81.7
0,1,9,5,2,74.2
0,1,5,5,2,61.1
0,1,6,5,2,78.09
0,1,7,5,2,89.93
0,1,1,5,2,74.29
0,1,2,5,2,70.65
0,1,10,5,2,38.59
0,1,4,5,2,20.34
0,1,3,0,2,92.06
0,1,8,0,2,73.07
0,1,0,0,2,85.26
0,1,9,0,2,87.12
0,1,5,0,2,76.39
0,1,6,0,2,70.45
0,1,7,0,2,82.08
0,1,1,0,2,67.77
0,1,2,0,2,77.21
0,1,10,0,2,35.28
0,1,4,0,2,0.0
0,1,3,1,2,91.87
0,1,8,1,2,86.04
0,1,0,1,2,81.14
0,1,9,1,2,58.71
0,1,5,1,2,53.69
0,1,6,1,2,82.92
0,1,7,1,2,74.65
0,1,1,1,2,40.37
0,1,2,1,2,60.58
0,1,10,1,2,48.24
0,1,4,1,2,8.86
0,1,3,6,0,91.58
0,1,8,6,0,78.77
0,1,0,6,0,91.57
0,1,9,6,0,72.23
0,1,5,6,0,55.9
0,1,6,6,0,95.99
0,1,7,6,0,87.24
0,1,1,6,0,61.49
0,1,2,6,0,79.27
0,1,10,6,0,13.81
0,1,4,6,0,19.77
0,1,3,3,0,94.76
0,1,8,3,0,84.05
0,1,0,3,0,83.02
0,1,9,3,0,51.05
0,1,5,3,0,57.14
0,1,6,3,0,87.79
0,1,7,3,0,58.9
0,1,1,3,0,40.24
0,1,2,3,0,46.82
0,1,10,3,0,16.9
0,1,4,3,0,8.79
0,1,3,4,0,62.75
0,1,8,4,0,67.34
0,1,0,4,0,72.45
0,1,9,4,0,35.86
0,1,5,4,0,50.31
0,1,6,4,0,77.02
0,1,7,4,0,44.12
0,1,1,4,0,38.9
0,1,2,4,0,35.27
0,1,10,4,0,15.35
0,1,4,4,0,3.89
0,1,3,2,0,63.86
0,1,8,2,0,57.83
0,1,0,2,0,69.6
0,1,9,2,0,30.49
0,1,5,2,0,35.36
0,1,6,2,0,76.6
0,1,7,2,0,43.0
0,1,1,2,0,36.78
0,1,2,2,0,41.3
0,1,10,2,0,19.51
0,1,4,2,0,10.61
0,1,3,5,0,84.63
0,1,8,5,0,66.77
0,1,0,5,0,82.33
0,1,9,5,0,51.68
0,1,5,5,0,47.09
0,1,6,5,0,87.49
0,1,7,5,0,65.49
0,1,1,5,0,45.63
0,1,2,5,0,58.58
0,1,10,5,0,23.22
0,1,4,5,0,20.59
0,1,3,0,0,95.96
0,1,8,0,0,84.07
0,1,0,0,0,89.16
0,1,9,0,0,69.93
0,1,5,0,0,48.16
0,1,6,0,0,96.19
0,1,7,0,0,84.96
0,1,1,0,0,44.69
